alpha          TP        FP        TN        FN        sensitivity         averageSquareTrim   leftMedian          rightMedian         leftMedianPositive  rightMedianPositive leftMedianNegative  rightMedianNegative
0.03           981       9         0         19        0.981               10.002038736        0                   0                   0                   0                   -1                  -1.0                                    
0.03           987       5         0         13        0.987               2.48733535968       0                   0                   0                   1                   -1                  -1.0                                    
0.03           988       4         0         12        0.988               6.44736842105       0.0                 0.0                 0                   0                   -1                  -1.0                                    
0.03           992       2         0         8         0.992               3.19758064516       0.0                 0.0                 0                   0                   -1                  -1.0                                    
0.03           987       4         0         13        0.987               15.345491388        0                   0                   0                   0                   -1.0                -1.0                                    
0.03           992       3         0         8         0.992               16.6421370968       0.0                 0.0                 0                   0                   -1                  -1                                      
0.03           996       3         0         4         0.996               1.63453815261       0.0                 0.0                 0                   0                   -1                  -1.0                                    
0.03           981       5         0         19        0.981               1.51681957187       0                   0                   0                   0                   -1                  -1                                      
0.03           987       5         0         13        0.987               1.68389057751       0                   0                   0                   0                   -1                  -1.0                                    
0.03           986       5         0         14        0.986               19.7981744422       0.0                 0.0                 0                   0                   -1                  -1                                      
0.03           995       1         0         5         0.995               1.77788944724       0                   0                   0                   0                   -1                  -1.0                                    
0.03           986       6         0         14        0.986               1.87423935091       0.0                 0.0                 0                   0                   -1                  -1.0                                    
0.03           994       4         0         6         0.994               10.2826961771       0.0                 0.0                 0                   0                   -1                  -1.0                                    
0.03           989       2         0         11        0.989               8.90596562184       0                   0                   0                   0                   -1                  -1.0                                    
0.03           987       4         0         13        0.987               1.69807497467       0                   0                   0                   0                   -1.0                -1.0                                    
0.03           989       5         0         11        0.989               3.17896865521       0                   0                   0                   0                   -1.0                -1                                      
0.03           983       6         0         17        0.983               1.57477110885       0                   0                   1.0                 1                   -1.0                -1                                      
0.03           985       8         0         15        0.985               4.93401015228       0                   0                   0                   0                   -2                  -1.0                                    
0.03           992       4         0         8         0.992               3.51915322581       0.0                 0.0                 0                   0                   -1                  -1.0                                    
0.03           986       7         0         14        0.986               3.42494929006       0.0                 0.0                 0                   0                   -1.0                -1.0                                    
0.03           983       4         0         17        0.983               4.06205493388       0                   0                   0                   0                   -1                  -1                                      
0.03           982       11        0         18        0.982               3.67311608961       0.0                 0.0                 0                   0                   -1                  -1                                      
0.03           989       5         0         11        0.989               5.53892821031       0                   0                   0                   0                   -1                  -1.0                                    
0.03           990       5         0         10        0.99                11.0939393939       0.0                 0.0                 0                   0                   -1                  -1.0                                    
0.03           989       5         0         11        0.989               1.73407482305       0                   0                   0                   0                   -1.0                -1                                      
0.03           990       5         0         10        0.99                7.4303030303        0.0                 0.0                 0                   1                   -1                  -1                                      
0.03           988       6         0         12        0.988               11.4170040486       0.0                 0.0                 0                   0                   -1.0                -1                                      
0.03           986       6         0         14        0.986               8.21095334686       0.0                 0.0                 0                   0                   -1                  -1                                      
0.03           991       4         0         9         0.991               1.74369323915       0                   0                   0                   0                   -1.0                -1.0                                    
0.03           986       7         0         14        0.986               14.2606490872       0.0                 0.0                 0                   0                   -1                  -1.0                                    
0.03           989       6         0         11        0.989               1.86653185035       0                   0                   0                   0                   -1.0                -1                                      
0.03           984       9         0         16        0.984               6.91768292683       0.0                 0.0                 0                   0                   -1                  -1.0                                    
0.03           985       6         0         15        0.985               16.4883248731       0                   0                   0                   0                   -1.0                -2.0                                    
0.03           989       3         0         11        0.989               7.3731041456        0                   0                   0                   0                   -1                  -1                                      
